,Category,Message
3150,0,sorry in meeting ill call you later
3151,0,yo howz u girls never rang after india l
3152,0,yeah but which is worse for i
3153,1,hard live chat just pmin choose your girl and connect live call now cheap chat uks biggest live service vu bcmwcnxx
3154,0,i tagged my friends that you seemed to count as your friends
3155,1,not heard from u a while call rude chat private line to cum wan c pics of me gettin shagged then text pix to end send stop sam xxx
3156,0,ok
3157,0,long time you remember me today
3158,0,havent shopping now lor i juz arrive only
3159,0,thank u it better work out cause i will feel used otherwise
3160,0,are you up for the challenge i know i am
3161,0,how much did ur hdd casing cost
3162,0,mystery solved just opened my email and hes sent me another batch isnt he a sweetie
3163,0,i cant describe how lucky you are that im actually awake by noon
3164,1,this is the nd time we have tried to contact u u have won the £ prize to claim just call b tcsstop sms ppm
3165,0,today is sorry day if ever i was angry with you if ever i misbehaved or hurt you plz plz just slap urself bcoz its ur fault im basically good
3166,0,cheers for the card is it that time of year already
3167,1,hot live fantasies call now just p per min ntt ltd po box croydon cr wb k
3168,0,when people see my msgs they think iam addicted to msging they are wrong bcoz they dont know that iam addicted to my sweet friends bslvyl
3169,0,ugh hopefully the asus ppl dont randomly do a reformat
3170,0,havent seen my facebook huh lol
3171,0,mah b ill pick it up tomorrow
3172,0,still otside leu come morrow maga
3173,0,do u still have plumbers tape and a wrench we could borrow
3174,1,dear voucher holder to claim this weeks offer at you pc please go to tscs apply
3175,0,it vl bcum more difficult
3176,1,ur going bahamas callfreefone and speak to a live operator to claim either bahamas cruise of£ cash only to opt out txt x to
3177,0,havent still waitin as usual ü come back sch oredi
3178,0,in meeting da i will call you
3179,0,k k then watch some films
3180,0,does cinema plus drink appeal tomo is a fr thriller by director i like on at mac at
3181,0,there the size of elephant tablets u shove um up ur ass
3182,0,so many people seems to be special at first sight but only very few will remain special to you till your last sight maintain them till life ends take cr da
3183,0,my parents my kidz my friends n my colleagues all screaming surprise and i was waiting on the sofa naked
3184,0,dunno i juz askin cos i got a card got off a salon called hair sense so i tot its da one ü cut ur hair
3185,0,good morning pookie pie lol hope i didnt wake u up
3186,0,maybe if you woke up before fucking this wouldnt be a problem
3187,0,happy birthday to youdearwith lots of loverakhesh nri
3188,0,howz that persons story
3189,1,this is the nd time we have tried contact u u have won the pound prize claim is easy call now only p per min btnationalrate
3190,0,x ltgt are you going to get that
3191,0,hi neva worry bout da truth coz the truth will lead me ur heart its the least a unique person like u deserve sleep tight or morning
3192,1,ur awarded a city break and could win a £ summer shopping spree every wk txt store to skilgmetscswinawkage£perwksub
3193,0,is ur paper today in e morn or aft
3194,0,i will lick up every drop are you ready to use your mouth as well
3195,0,and you will expect you whenever you text hope all goes well tomo
3196,0,great p diddy is my neighbor and comes for toothpaste every morning
3197,0,i av a new number wil u only use this oneta
3198,0,so its to be poking man everyday that they teach you in canada abi how are you just saying hi
3199,0,lor change suntec wat time u coming
3200,0,no deam seeing in online shop so that i asked
3201,0,just curious because my cuz asked what i was up to
3202,0,nicenicehow is it working
3203,0,okay lor wah like that def they wont let us go haha what did they say in the terms and conditions
3204,0,haha yup hopefully we will lose a few kg by mon after hip hop can go orchard and weigh again
3205,0,shes good how are you where r u working now
3206,0,oh yes ive just been a little under the weather so ive kind of been coccooning at home
3207,0,at home also
3208,0,this phone has the weirdest auto correct
3209,0,oops my phone died and i didnt even know yeah i like it better
3210,0,havent mus ask if u can st wat of meet lunch den u n him meet can already lor or u wan go ask da ge st then confirm w me asap
3211,0,she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out minuts latr wid a caken my wife
3212,0,oh yeahand hav a great time in newquaysend me a postcard look after all the girls while im goneu know the im talkin boutxx
3213,0,we got a divorce lol shes here
3214,0,whats ur pin
3215,0,babe have you got enough money to pick up bread and milk and ill give you it back when you get home
3216,0,i want snow its just freezing and windy
3217,1,urgent we are trying to contact u todays draw shows that you have won a £ prize guaranteed call from land line claim y valid hrs only
3218,0,come to mahal bus stop ltdecimalgt
3219,0,don knowthis week im going to tirunelvai da
3220,0,me too baby i promise to treat you well i bet you will take good care of me
3221,0,its like that hotel dusk game i think you solve puzzles in a area thing
3222,1,thanks for your ringtone order reference number x your mobile will be charged should your tone not arrive please call customer services
3223,0,hi my love how goes that day fuck this morning i woke and dropped my cell on the way down the stairs but it seems alright phews i miss you
3224,0,well that must be a pain to catch
3225,0,sorry da thangamits my mistake
3226,0,i need coz i never go before
3227,0,rose for redred for bloodblood for heartheart for u but u for me send tis to all ur friends including me if u like me if u get back u r poor in relation u need some to support u r frnd many some luvs u some is praying god to marry u try it
3228,0,wifehow she knew the time of murder exactly
3229,1,six chances to win cash from to pounds txt csh and send to cost pday days tsandcs apply reply hl info
3230,1,ur cashbalance is currently pounds to maximize ur cashin now send collect to only pmsg cc po box tcrw
3231,0,i feel like a dick because i keep sleeping through your texts and facebook messages sup you in town
3232,0,no plm i will come da on the way
3233,0,guess he wants alone time we could just show up and watch when they do
3234,0,height of recycling read twice people spend time for earning money and the same money is spent for spending time good morning keep smiling
3235,0,yup ü not comin
3236,0,yes princess toledo
3237,0,aight text me when youre back at mu and ill swing by need somebody to get the door for me
3238,0,ron say fri leh n he said ding tai feng cant make reservations but he said wait lor
3239,0,good no swimsuit allowed
3240,0,am okay will soon be over all the best
3241,0,a cute thought for friendship its not necessary to share every secret with ur close frnd but watever u shared should be true
3242,0,ok ive sent u da latest version of da project
3243,0,good morning my dear have a great amp successful day
3244,0,pls accept me for one day or am begging you change the number
3245,0,squeeeeeze this is christmas hug if u lik my frndshp den hug me back if u get u r cute u r luvd u r so lucky none people hate u
3246,0,its ok if anybody asks abt me u tel themp
3247,0,funny fact nobody teaches volcanoes erupt tsunamis arise hurricanes sway aroundn no teaches hw choose a wife natural disasters just happens
3248,0,you gonna ring this weekend or wot
3249,0,also track down any lighters you can find
3250,0,sorry i cant help you on this
3251,0,babe i need your advice
3252,0,i‘ll leave around four ok
3253,0,come to medical college at pm forward it da
3254,0,kkits goodwhen are you going
3255,0,i can make lasagna for you vodka
3256,0,hi its kate can u give me a ring asap xxx
3257,0,who were those people were you in a tour i thought you were doing that sofa thing you sent me your curious sugar
3258,0,no but you told me you were going before you got drunk
3259,0,he fucking chickened out he messaged me he would be late and woould buzz me and then i didnt hear a word from him
3260,1,congratulations thanks to a good friend u have won the £ xmas prize claim is easy just call now only p per minute btnationalrate
3261,0,im always looking for an excuse to be in the city
3262,0,yup im still having coffee wif my frens my fren drove shell give me a lift
3263,0,o shore are you takin the bus
3264,0,so u gonna get deus ex
3265,0,i will send them to your email do you mind ltgt times per night
3266,1,do you want a new nokia i colour phone deliveredtomorrow with free minutes to any mobile free texts free camcorder reply or call
3267,0,tap spile at seven is that pub on gas st off broad st by canal ok
3268,0,ok then i come n pick u at engin
3269,0,which is why i never wanted to tell you any of this which is why im so short with you and onedge as of late
3270,0,raviyog peripherals bhayandar east
3271,0,k actually can you guys meet me at the sunoco on howard it should be right on the way
3272,1,you have new voicemail please call
3273,0,moon has come to color your dreams stars to make them musical and my sms to give you warm and peaceful sleep good night
3274,0,just finished eating got u a plate not leftovers this time
3275,0,thanx a lot
3276,0,hurry home u big butt hang up on your last caller if u have to food is done and im starving dont ask what i cooked
3277,0,lol your right what diet everyday i cheat anyway im meant to be a fatty
3278,0,its a great day do have yourself a beautiful one
3279,0,what happened in interview
3280,0,solve d case a man was found murdered on ltdecimalgt ltgt afternoon his wife called police police questioned everyone wife siri was sleeping when the murder took place cook i was cooking gardener i was picking vegetables housemaid i went d post office children we went play neighbour we went a marriage police arrested d murderer immediately whos it reply with reason if u r brilliant
3281,0,badrith is only for chennaii will surely pick for usno competition for him
3282,0,i tot its my group mate lucky i havent reply wat time do ü need to leave
3283,0,hey you around ive got enough for a half the ten i owe you
3284,0,hey tmr maybe can meet you at yck
3285,0,alrite sam its nic just checkin that this is ur numberso is ittb
3286,0,they are just making it easy to pay back i have ltgt yrs to say but i can pay back earlier you get
3287,0,not to worry im sure youll get it
3288,0,the gas station is like a block away from my house youll drive right by it since armenia ends at swann and you have to take howard
3289,1,someone u know has asked our dating service contact you cant guess who call now all will be revealed pobox lshb p
3290,1,camera you are awarded a sipix digital camera call fromm landline delivery within days
3291,0,my tuition is at hm we go for the to one do you mind
3292,0,im not smoking while people use wylie smokes too much to justify ruining my shit
3293,0,dear good morning how you feeling dear
3294,0,a little meds say take once every hours its only been but pain is back so i took another hope i dont die
3295,0,beautiful tomorrow never comes when it comes its already today in the hunt of beautiful tomorrow dont waste your wonderful today goodmorning
3296,0,dunno lei ü all decide lor how abt leona oops i tot ben is going n i msg him
3297,0,hi there we have now moved in our pub would be great c u if u cud come up
3298,1,todays voda numbers ending are selected to receive a award if you hava a match please call quoting claim code standard rates app
3299,1,this message is free welcome to the new improved sex dogging club to unsubscribe from this service reply stop only
3300,0,honeybee said im d sweetest in d world god laughed amp said waitu havnt met d person reading this msg moral even god can crack jokes gmgngegn
3301,0,just do what ever is easier for you
3302,1,rct thnq adrian for u text rgds vatian
3303,0,stop calling everyone saying i might have cancer my throat hurts to talk i cant be answering everyones calls if i get one more call im not babysitting on monday
3304,0,itll be tough but ill do what i have to
3305,0,im gonnamissu so muchi would say il send u a postcard buttheres aboutas much chance of merememberin asthere is ofsi not breakin his contract luv yaxx
3306,0,ee msg na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahaveer ee name ltgt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde dodda problum nalli siguviri idu matra ltgt true dont neglet
3307,0,hi darlin i finish at do u pick me up or meet me text back on this number luv kate xxx
3308,0,set a place for me in your heart and not in your mind as the mind easily forgets but the heart will always remember wish you happy valentines day
3309,0,but im surprised she still can guess right lor
3310,0,okie ü wan meet at bishan cos me at bishan now im not driving today
3311,0,oh ho is this the first time u use these type of words
3312,0,hi darlin how was work did u get into trouble ijust talked to your mum all morning i had a really good time last night im goin out soon but call me if u can
3313,0,i know you are serving i mean what are you doing now
3314,0,huh hyde park not in mel ah opps got confused anyway if tts e best choice den we juz have to take it
3315,0,oh gei that happend to me in tron maybe ill dl it in d when its out
3316,1,free message activate your free text messages by replying to this message with the word free for terms conditions visit
3317,0,i know girls always safe and selfish know i got it pa thank you good night
3318,0,no worries hope photo shoot went well have a spiffing fun at workage
3319,0,im freezing and craving ice fml
3320,0,kay since we are out already
3321,0,eh sorry leh i din c ur msg not sad already lar me watching tv now u still in office
3322,0,yo im right by yo work
3323,0,ok darlin i supose it was ok i just worry too muchi have to do some film stuff my mate and then have to babysit again but you can call me therexx
3324,0,she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out minuts latr wid a caken my wife
3325,0,i don wake since i checked that stuff and saw that its true no available spaces pls call the embassy or send a mail to them
3326,0,nope juz off from work
3327,0,huh so fast dat means u havent finished painting
3328,0,what number do u live at is it
3329,0,no we put party days a week and study lightly i think we need to draw in some custom checkboxes so they know were hardcore
3330,0,sac will score big hundredhe is set batsman
3331,0,send me yettys number pls
3332,0,how much it will cost approx per month
3333,0,ok the theory test when are ü going to book i think its on may coz thought wanna go out with jiayin but she isnt free
3334,1,you are being contacted by our dating service by someone you know to find out who it is call from a land line poboxwtgp
3335,0,thats fine have him give me a call if he knows what he wants or has any questions
3336,0,sorry got a late start were on the way
3337,0,then u go back urself lor
3338,0,i am at the gas station go there
3339,0,k if u bored up just come to my home
3340,0,babe i love you covers your face in kisses
3341,0,like i made him throw up when we were smoking in our friends car one time it was awesome
3342,0,still i have not checked it da
3343,0,you will go to walmart ill stay
3344,0,i havent forgotten you i might have a couple bucks to send you tomorrow k i love ya too
3345,0,oh great ill disturb him more so that we can talk
3346,0,reverse is cheating that is not mathematics
3347,0,ure welcome caught u using broken english again
3348,0,no problem baby is this is a good time to talk i called and left a message
3349,0,sorry ill call later
3350,0,oh is it which brand
3351,0,sorry i cant take your call right now it so happens that there r waxsto do wat you want she can come and ill get her medical insurance and shell be able to deliver and have basic care im currently shopping for the right medical insurance for her so just give me til friday morning thats when ill see the major person that can guide me to the right insurance
3352,0,at what time are you coming
3353,0,call him and say you not coming today ok and tell them not to fool me like this ok
3354,0,i emailed yifeng my part oredi can ü get it fr him
3355,0,r u sure theyll understand that wine good idea just had a slurp
3356,0,minimum walk is miles a day
3357,0,ok not a problem will get them a taxi c ing tomorrow and tuesday on tuesday think we r all going to the cinema
3358,0,brainless baby dolld vehicle sariyag drive madoke barolla
3359,0,i dont run away frm u i walk slowly amp it kills me that u dont care enough to stop me
3360,1,sorry i missed your call lets talk when you have the time im on
3361,0,please attend the phone
3362,0,you only hate me you can call any but you didnt accept even a single call of mine or even you messaged
3363,0,no messages on her phone im holding it now
3364,0,can im free
3365,0,yo my trip got postponed you still stocked up
3366,0,sorry ill call later
3367,0,i am waiting for your call sir
3368,0,hey what are you doing y no reply pa
3369,0,hey elaine is todays meeting still on
3370,0,sorry ive not gone to that place ill do so tomorrow really sorry
3371,0,most of the tiime when i dont let you hug me its so i dont break into tears
3372,0,tomorrow i am not going to theatre so i can come wherever u call me tell me where and when to come tomorrow
3373,0,and now electricity just went out fml
3374,0,looks like you found something to do other than smoke great job
3375,0,also andros ice etc etc
3376,0,
3377,0,good afternon my love how are today i hope your good and maybe have some interviews i wake and miss you babe a passionate kiss from across the sea
3378,0,yup wun believe wat u really neva c e msg i sent shuhui
3379,0,hows that watch resizing
3380,0,dear umma she called me now
3381,0,just finished missing you plenty
3382,1,complimentary star ibiza holiday or £ cash needs your urgent collection now from landline not to lose out boxskwpppm
3383,0,well i meant as opposed to my drunken night of before
3384,0,k must book a not huh so going for yoga basic on sunday
3385,1,free msgwe billed your mobile number by mistake from shortcode please call to have charges refundedthis call will be free from a bt landline
3386,0,ok can
3387,0,oops am at my mums in somerset bit far back tomo see you soon x
3388,0,so u workin overtime nigpun
3389,0,same as kallis dismissial in nd test
3390,0,o guess they both got screwd
3391,1,please call immediately as there is an urgent message waiting for you
3392,0,im in a meeting call me later at
3393,0,what r u cooking me for dinner
3394,0,ok thanx
3395,0,bull your plan was to go floating off to ikea with me without a care in the world so i have to live with your mess another day
3396,0,then i buy
3397,1,urgent your mobile number has been awarded with a £ bonus caller prize call from land line valid hrs only
3398,0,heehee that was so funny tho
3399,0,it only does simple arithmetic not percentages
3400,0,yeah we wouldnt leave for an hour at least hows sound
3401,1,as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a £ bonus prize call
3402,0,thanks honey have a great day
3403,0,an amazing quote sometimes in life its difficult to decide whats wrong a lie that brings a smile or the truth that brings a tear
3404,0,good night my dear sleepwellamptake care
3405,0,then ü ask dad to pick ü up lar ü wan stay until meh
3406,0,jus chillaxin what up
3407,0,hey das cool iknow all wellda peril of studentfinancial crisisspk u lr
3408,0,beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it goodmorning
3409,1,do you want a new nokia i colour phone deliveredtomorrow with free minutes to any mobile free texts free camcorder reply or call
3410,0,whats that coming over the hill is it a monster hope you have a great day things r going fine here busy though
3411,0,joys father is john then john is the of joys father if u ans ths you hav ltgt iq tis s ias question try to answer
3412,0,only once then after ill obey all yours
3413,0,no she didnt i will search online and let you know
3414,0,where do you need to go to get it
3415,0,no pic please resend
3416,0,he remains a bro amongst bros
3417,0,uhhhhrmm isnt having tb test bad when youre sick
3418,0,but i haf enuff space got like mb
3419,1,life has never been this much fun and great until you came in you made it truly special for me i wont forget you enjoy one gbpsms
3420,1,do you want a new video phone anytime any network mins inclusive video calls and downloads per week free deltomorrow call or reply now
3421,1,as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a £ bonus prize call
3422,1,welcome please reply with your age and gender to begin eg m
3423,1,freemsg month unlimited free calls activate smartcall txt call to no subscriptngbpwk unlimited calls help stoptxt stop landlineonly
3424,1,had your mobile mths update to latest orange cameravideo phones for free save £s with free textsweekend calls text yes for a callback orno to opt out
3425,1,am new club dont fink we met yet will b gr c u please leave msg day wiv ur area reply promised carlie x calls£minmobsmore lkpoboxhpfl
3426,0,true its easier with her here
3427,0,sure but since my parents will be working on tuesday i dont really need a cover story
3428,0,haha okay today weekend leh
3429,0,hi darlin did youphone me im athome if youwanna chat
3430,0,i dont know jack shit about anything or id sayask something helpful but if you want you can pretend that i did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
3431,0,youve always been the brainy one
3432,0,yeah if we do have to get a random dude we need to change our info sheets to party ltgt never study just to be safe
3433,1,camera you are awarded a sipix digital camera call fromm landline delivery within days
3434,0,christmas is an occasion that is celebrated as a reflection of ur values desires affectionsamp traditions have an ideal christmas
3435,0,sending you greetings of joy and happiness do have a gr evening
3436,0,hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal when are u free katexxx
3437,0,if india win or level series means this is record
3438,0,then what about further plan
3439,0,its good to hear from you
3440,0,awesome how do i deal with the gate charles told me last night but uh yeah
3441,0,what time you thinkin of goin
3442,1,get a free mobile video player free movie to collect text go to its free extra films can be ordered ts and cs apply yrs only
3443,1,save money on wedding lingerie at choose from a superb selection with national delivery brought to you by weddingfriend
3444,0,your board is working fine the issue of overheating is also reslove but still software inst is pending i will come around o clock
3445,0,yes but i dont care cause i know its there
3446,0,wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal
3447,0,mon okie lor haha best is cheap n gd food la ex oso okie depends on whether wana eat western or chinese food den which u prefer
3448,0,sitting ard nothing to do lor u leh busy w work
3449,0,its ltgt k here oh should i send home for sale
3450,0,sorry mail
3451,0,ya just telling abt tht incident
3452,0,yes we were outside for like hours and i called my whole family to wake them up cause it started at am
3453,0,ugh just got outta class
3454,0,nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication it is very champlaxigating i think it is atrocious wotz ur opinion junna
3455,0,i dont have any of your file in my bagi was in work when you called mei ll tell you if i find anything in my room
3456,0,no need lar jus testing e phone card dunno network not gd i thk me waiting my sis finish bathing so i can bathe dun disturb u liao u cleaning ur room
3457,0,ok ill do you right later
3458,0,friendship poem dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear gud ni
3459,0,have your lunch and come quickly and open the door
3460,1,not heard from u a while call me now am here all night with just my knickers on make me beg for it like u did last time xx luv nikiyunet
3461,0,i am back bit long cos of accident on a had to divert via wadebridgei had a brilliant weekend thanks speak soon lots of love
3462,0,k i yan jiu liao sat we can go bugis vill one frm to den hop to parco nb sun can go cine frm to den hop to orc mrt hip hop at
3463,1,bloomberg message center why wait apply for your future bloombergcom
3464,0,i am seeking a lady in the street and a freak in the sheets is that you
3465,0,my phone
3466,0,haha figures well i found the piece and priscillas bowl
3467,0,actually fuck that just do whatever do find an excuse to be in tampa at some point before january though
3468,1,urgent we are trying to contact u todays draw shows that you have won a £ prize guaranteed call from land line claim m validhrs only
3469,0,yay finally lol i missed our cinema trip last week
3470,0,all day working dayexcept saturday and sunday
3471,0,aathiwhere are you dear
3472,0,heart is empty without love mind is empty without wisdom eyes r empty without dreams amp life is empty without frnds so alwys be in touch good night amp sweet dreams
3473,0,i think i‘m waiting for the same bus inform me when you get there if you ever get there
3474,0,you getting back any time soon
3475,0,hows things just a quick question
3476,0,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng
3477,0,i can probably come by everybodys done around ltgt right
3478,0,i got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the ltgt day return period ended
3479,0,i can ask around but theres not a lot in terms of mids up here
3480,0,be sure to check your yahoo email we sent photos yesterday
3481,0,what was she looking for
3482,0,wherres my boytoy
3483,1,do you want a new video phone anytime any network mins text for only five pounds per week call now or reply for delivery tomorrow
3484,0,hello my love how goes that day i wish your well and fine babe and hope that you find some job prospects i miss you boytoy a teasing kiss
3485,0,tell my bad character which u dnt lik in me ill try to change in ltgt i ll add tat my new year resolution waiting for ur replybe frankgood morning
3486,0,noi got rumour that you going to buy apartment in chennai
3487,0,yeah probably earlier than that
3488,0,change windows logoff sound
3489,0,still i have not checked it da
3490,0,im also came to room
3491,0,huh but i got lesson at lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale
3492,0,ok
3493,0,i will reach office around ltdecimalgt amp my mobile have problem you cannt get my voice so call you asa ill free
3494,0,cool text me when you head out
3495,1,you are being contacted by our dating service by someone you know to find out who it is call from a land line poboxwtgp
3496,1,wan win a meetgreet with westlife u or a m they are currently on what tour unbreakable untamed unkempt text or to cost p std text
3497,0,happy birthday may u find ur prince charming soon n dun work too hard
3498,0,oh the grand is having a bit of a party but it doesnt mention any cover charge so its probably first come first served
3499,0,you said to me before i went back to bed that you cant sleep for anything
3500,0,i hope you arnt pissed off but id would really like to see you tomorrow love me xxxxxxxxxxxxxx
3501,1,bank of granite issues strongbuy explosive pick for our members up over nasdaq symbol cdgt that is a per
3502,0,says the ltgt year old with a man and money im down to my last ltgt still waiting for that check
3503,0,i will come to ur home now
3504,0,free any day but i finish at on mon n thurs
3505,0,will you be here for food
3506,0,life alle moneeppolum oru pole allalo
3507,0,nite
3508,0,two fundamentals of cool life walk like you are the king or walk like you dont carewhoever is the king gud nyt
3509,0,camera quite good mega pixels optical and digital dooms have a lovely holiday be safe and i hope you hav a good journey happy new year to you both see you in a couple of weeks
3510,0,hi peteynoim ok just wanted chat coz avent spoken u a long timehope ur doin alritehave good nit at js love ya amx
3511,0,i just saw ron burgundy captaining a party boat so yeah
3512,0,im serious you are in the money base
3513,0,already one guy loving you
3514,0,staff of placement training in amrita college
3515,0,i always chat with you in fact i need money can you raise me
3516,0,im job profile seems like bpo
3517,0,well i was about to give up cos they all said no they didn‘t do one nighters i persevered and found one but it is very cheap so i apologise in advance it is just somewhere to sleep isnt it
3518,0,so you think i should actually talk to him not call his boss in the morning i went to this place last year and he told me where i could go and get my car fixed cheaper he kept telling me today how much he hoped i would come back in how he always regretted not getting my number etc
3519,0,are you willing to go for apps class
3520,0,hanging out with my brother and his family
3521,0,no it will reach by only she telling she will be there i dont know
3522,0,hey are you going to quit soon xuhui and i working till end of the month
3523,0,im sorry bout last nite it wasnt ur fault it was me spouse it was pmt or sumthin u give me i think u shldxxxx
3524,0,try neva mate
3525,0,yeah thatd pretty much be the best case scenario
3526,0,i not free today i haf pick my parents up tonite
3527,0,hey babe far spunout spk at da mo dead da wrld been sleeping on da sofa all day had a cool nytho tx fonin hon call mwen im bk frmcloud j x
3528,0,should i send you naughty pix
3529,1,you are a £ winner or guaranteed caller prize this is our final attempt to contact you to claim call now ppmpoboxbhambxe
3530,1,xmas new years eve tickets are now on sale from the club during the day from am till pm and on thurs fri sat night this week theyre selling fast
3531,0,tyler getting an th has to leave not long after can you get here in like an hour
3532,0,prepare to be pounded every night
3533,0,actually my mobile is full of msg and i m doing a work online where i need to send them ltgt sent msg i wil explain u later
3534,0,sorry ill call later
3535,0,good evening how are you
3536,0,im at home please call
3537,0,oic cos me n my sis got no lunch today my dad went out so dunno whether eat in sch or wat
3538,0,mmmmm it was sooooo good to wake to your words this morning my love mmmm fuck i love you too my lion devouring kiss from across the sea
3539,0,we are pleased to inform that your application for airtel broadband is processed successfully your installation will happen within days
3540,0,what happen dear why you silent i am tensed
3541,0,ill get there at unless you guys want me to come some time sooner
3542,0,if you are not coughing then its nothing
3543,0,ü come lt n pass to me lar
3544,0,im e person whos doing e sms survey
3545,0,lol ok ill try to send be warned sprint is dead slow youll prolly get it tomorrow
3546,0,thank you meet you monday
3547,0,so is th gower mate which is where i am how r u man all is good in wales ill b back morrow c u this wk who was the msg  random
3548,1,rock yr chik get s of filthy films xxx pics on yr phone now rply filth to saristar ltd e yt p per days stop cancel
3549,0,single line with a big meaning miss anything ur best life but dont miss ur best life for anything gud nyt
3550,0,i got like ltgt i can get some more later though get whatever you feel like
3551,0,dad wanted to talk about the apartment so i got a late start omw now
3552,0,i love you both too
3553,0,lol u still feeling sick
3554,0,din i tell u jus now
3555,0,am up to my eyes in philosophy
3556,1,from next month get upto more calls ur standard network charge activate call c wirenet stterms pobox m uz cost £ min mobcudb more
3557,0,ok lor im in town now lei
3558,0,i had it alreadysabarish asked me to go
3559,0,no da vijay going to talk in jaya tv
3560,1,urgent we are trying to contact u todays draw shows that you have won a £ prize guaranteed call from land line claim j po boxcpm
3561,0,lol i know hey someone did a great inpersonation of flea on the forums i love it
3562,1,text banneduk to to see cost p textoperator gga xxx
3563,0,still chance there if you search hard you will get itlet have a try
3564,1,auction round the highest bid is now £ next maximum bid is £ to bid send bids e g to bid £ to good luck
3565,0,do you always celebrate nys with your family
3566,0,we know taj mahal as symbol of love but the other lesser known facts mumtaz was shahjahans th wife out of his wifes shahjahan killed mumtazs husband to marry her mumtaz died in her ltgt th delivery he then married mumtazs sister question arises where the hell is the love the great hari
3567,0,its okcome to my home it vl nice to meet and v can chat
3568,1,collect your valentines weekend to paris inc flight hotel £ prize guaranteed text paris to no
3569,0,sent me de webadres for geting salary slip
3570,0,shes fine sends her greetings
3571,1,customer loyalty offerthe new nokia mobile from only £ at txtauction txt word start to no get yours now tctxt tc pmtmsg
3572,0,but you dint in touch with me
3573,0,yup leaving right now be back soon
3574,1,you wont believe it but its true its incredible txts reply g now to learn truly amazing things that will blow your mind from ofwd only ptxt
3575,0,yeah sure ill leave in a min
3576,0,and do you have any one that can teach me how to ship cars
3577,0,the sign of maturity is not when we start saying big things but actually it is when we start understanding small things have a nice evening bslvyl
3578,0,yeah confirmed for you staying at that weekend
3579,0,they said ü dun haf passport or smth like dat or ü juz send to my email account
3580,0,multiply the numbers independently and count decimal points then for the division push the decimal places like i showed you
3581,0,have a lovely night and when you wake up to see this message i hope you smile knowing all is as should be have a great morning
3582,0,ard lor
3583,0,you are right meanwhile hows project twins comin up
3584,0,i sent your maga that money yesterday oh
3585,1,hi ibh customer loyalty offer the new nokia mobile from only £ at txtauctiontxt wordstart to no get yours nowt
3586,0,heart is empty without love mind is empty without wisdom eyes r empty without dreams amp life is empty without frnds so alwys be in touch good night amp sweet dreams
3587,1,i am hot n horny and willing i live local to you text a reply to hear strt back from me p per msg netcollex ltdhelpdesk reply stop to end
3588,0,our ride equally uneventful not too many of those pesky cyclists around at that time of night
3589,0,if you wereare free i can give otherwise nalla adi entey nattil kittum
3590,0,ive sent my wife your text after we buy them shell tell you what to do so just relax we should go get them this wkend
3591,0,i am in escape theatre now going to watch kavalan in a few minutes
3592,0,how much would it cost to hire a hitman
3593,0,i anything lor
3594,0,sorry ill call later
3595,1,do you want a new nokia i colour phone delivered tomorrow with free minutes to any mobile free text free camcorder reply or call
3596,0,huh but i cant go ur house empty handed right
3597,0,good morning princess happy new year
3598,1,congratulations youve won youre a winner in our august £ prize draw call now prize code
3599,0,aight well head out in a few
3600,0,then wat r u doing now busy wif work
3601,0,i know you mood off today
3602,0,jay told me already will do
3603,0,cps is causing the outages to conserve energy
3604,0,im not sure i was just checking out what was happening around the area
3605,0,hey morning what you come to ask pa
3606,0,jordan got voted out last nite
3607,0,that means you got an a in epi shes fine shes here now
3608,0,i have no idea where you are
3609,0,pls come quick cant bare this
3610,0,joys father is john then john is the of joys father if u ans ths you hav ltgt iq tis s ias question try to answer
3611,0,call me i m unable to cal lets meet bhaskar and deep
3612,0,no ill meet you in the library
3613,0,k my roommate also wants a dubsack and another friend may also want some so plan on bringing extra ill tell you when they know for sure
3614,0,depends on individual lor e hair dresser say pretty but my parents say look gong u kaypoh i also dunno wat she collecting
3615,0,ok c ü then
3616,0,i enjoy watching and playing football and basketball anything outdoors and you
3617,0,can you please ask macho what his price range is does he want something new or used plus it he only interfued in the blackberry bold ltgt or any bb
3618,0,sorry sent blank msg again yup but trying do some serious studying now
3619,0,hey check it da i have listed da
3620,1,p alfie moons children in need song on ur mob tell ur ms txt tone charity to for nokias or poly charity for polys zed profit charity
